MissingFamilyName,HostFilePath,FamilyBaseDataRootFamilies.categoryName,New FamilyName
Camera,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Fixtures\Camera.rfa,Electrical Fixtures,Camera_CCTV_EFX
Caroma_Opal_510_Wall_Basin,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Caroma_Opal_510_Wall_Basin.rfa,Plumbing Fixtures,Basin_CaromaOpal510_PLU
Castor,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Castor.rfa,Furniture,Castor_Wheels_FUR
Castor_Component,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\Castor_Component.rfa,Generic Models,Castor_Wheels_Adjustable_GEN
CastorWheel,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Specialty Equipment\CastorWheel.rfa,Specialty Equipment,Castor_Wheels_Adjustable_SEQ
Ceiling Hoist_450kg_Graphic,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Detail Items\Ceiling Hoist_450kg_Graphic.rfa,Detail Items,CeilingHoist_Plan_DCO
Ceiling Support,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Structural Framing\Ceiling Support.rfa,Structural Framing,Ceiling_Support_SFT
Chair_-_ZK_lounge_5434,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Chair_-_ZK_lounge_5434.rfa,Furniture,Chair_Lounge_800W_740D_800H_FUR
Chair_Meeting,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Chair_Meeting.rfa,Furniture,Chair_Meeting_FUR
Chair_Task,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Chair_Task.rfa,Furniture,Chair_Task_FUR
Charging Station_Multi,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Equipment\Charging Station_Multi.rfa,Electrical Equipment,ChargingStation_Multi_EEQ
Charging Station_Tablet Computers,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Equipment\Charging Station_Tablet Computers.rfa,Electrical Equipment,ChargingStation_TabletComputers_EEQ
Clark_Cleaners_Sink,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Clark_Cleaners_Sink.rfa,Plumbing Fixtures,Sink_Clark_Cleaners_PLU
clock,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Specialty Equipment\clock.rfa,Specialty Equipment,Clock_Analogue_Round_SEQ
CORNER GUARD_GRAPHICS,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\CORNER GUARD_GRAPHICS.rfa,Generic Models,Corner_Guard_Graphics_GEN
Couch_Exam_Electric_Gyn,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Equipment\Couch_Exam_Electric_Gyn.rfa,Electrical Equipment,Couch_Exam_Electric_Gyn_EEQ
CRONA HIGH LOUNGE with Timber Legs,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\CRONA HIGH LOUNGE with Timber Legs.rfa,Furniture,Lounge_High_Crona_FUR
Crona Lounge,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Crona Lounge.rfa,Furniture,Lounge_Crona_FUR
DC_Caroma_PLM_Bowl_Care 800,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\DC_Caroma_PLM_Bowl_Care 800.rfa,Plumbing Fixtures,WC_CaromaCare800_PLU
DC_Caroma_PLM_Lids_Leda,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\DC_Caroma_PLM_Lids_Leda.rfa,Plumbing Fixtures,WC_Lid_CaromaLeda_PLU
DC_Caroma_Toilet_Side_Button,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\DC_Caroma_Toilet_Side_Button.rfa,Generic Models,Toilet_Suite_Flush_Button_Round_GEN
Dispenser_Bottle,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Dispenser_Bottle.rfa,Furniture,Bottle_Dispenser_FUR
Dispenser_Bracket,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Dispenser_Bracket.rfa,Furniture,Bracket_Dispenser_FUR
Dispenser_Skinman 1L,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Dispenser_Skinman 1L.rfa,Furniture,Dispenser_Skinman_1L_FUR
Dispenser_Skinman 500ML,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Dispenser_Skinman 500ML.rfa,Furniture,Dispenser_Skinman_500ML_FUR
Dispenser_toilet_paper_SEQ,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Specialty Equipment\Dispenser_toilet_paper_SEQ.rfa,Specialty Equipment,Dispenser_Toilet_Paper_SEQ
DisplayScreen_Only,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Equipment\DisplayScreen_Only.rfa,Electrical Equipment,Screen_Display_EEQ
Drawer,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Drawer.rfa,Furniture,REPLACE_Drawer
E SYMBOL_DURESS ALARM,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\E SYMBOL_DURESS ALARM.rfa,Generic Annotations,Symbol_Duress_Alarm_ANN
E SYMBOL_NURSE CALL,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\E SYMBOL_NURSE CALL.rfa,Generic Annotations,Symbol_Nurse_Call_ANN
E SYMBOL_NURSE CALL E,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\E SYMBOL_NURSE CALL E.rfa,Generic Annotations,Symbol_Nurse_Call_Ermegency_ANN
E SYMBOL_NURSE CALL PATIENT HANDSET,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\E SYMBOL_NURSE CALL PATIENT HANDSET.rfa,Generic Annotations,Symbol_Nurse_Call_Patient_Handset_ANN
E_SYMBOL_LIGHT SWITCH - ONE WAY,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\E_SYMBOL_LIGHT SWITCH - ONE WAY.rfa,Generic Annotations,Symbol_Light_Switch_One_Way_ANN
Ergonomic Saddle,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Ergonomic Saddle.rfa,Furniture,Saddle_Ergonomic_FUR
Family6,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Specialty Equipment\Family6.rfa,Specialty Equipment,Monitor_Foetal_CTG_SEQ
FE-11400,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\FE-11400.rfa,Generic Models,Keyboard_GEN
FE-35960,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\FE-35960.rfa,Generic Models,Screen_LCD_18I_GEN
Film_ANN,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\Film_ANN.rfa,Generic Models,Text_Film_ElevationOnly_GEN
Film_Symbol,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Detail Items\Film_Symbol.rfa,Detail Items,Word_Film_DCO
FRH184CL,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\FRH184CL.rfa,Furniture,BanquetteSeat_1840W_790D_1250H_Jardan_FUR
FRH186L,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\FRH186L.rfa,Furniture,BanquetteSeat_1860W_790D_1250H_Jardan_FUR
FRH190,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\FRH190.rfa,Furniture,BanquetteSeat_1900W_790D_1250H_Jardan_FUR
Fridge_Drugs_Underbench,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Equipment\Fridge_Drugs_Underbench.rfa,Electrical Equipment,Fridge_Drugs_Underbench_EEQ
Furniture_Wilkhahn_Confair_Table_440-00,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Furniture_Wilkhahn_Confair_Table_440-00.rfa,Furniture,Table_Wilkahn_Confair_FUR
Furniture_Wilkhahn_Confair_Table_LEGS,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Furniture_Wilkhahn_Confair_Table_LEGS.rfa,Furniture,Legs_Wilkahn_Confair_FUR
GENERIC_LABEL_TEXT_BVN,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\GENERIC_LABEL_TEXT_BVN.rfa,Generic Annotations,Label_Text_1_5mm_ANN
GENERIC_LABEL_TEXT_NESTED_BVN,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\GENERIC_LABEL_TEXT_NESTED_BVN.rfa,Generic Annotations,Label_Text_Rotation_1_5mm_ANN
HAG Capisco 8106,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\HAG Capisco 8106.rfa,Furniture,Chair_HAG_Capisco_8106_FUR
Handle,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\Handle.rfa,Casework,Handle_Pull_Adjustable_CAS
Handle,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Handle.rfa,Furniture,Handle_Pull_178L_28D_FUR
Haworth_Atwell-Utah_Bariatric Chair,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Haworth_Atwell-Utah_Bariatric Chair.rfa,Furniture,Chair_Bariatric_AtwellUtah_FUR
Haworth_Atwell-Utah_Chair,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Haworth_Atwell-Utah_Chair.rfa,Furniture,Chair_AtwellUtah_FUR
Hose_Reel_Retractable_AK_Reel,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Hose_Reel_Retractable_AK_Reel.rfa,Plumbing Fixtures,Hose_Reel_Retractable_PLU
Hosecock,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Hosecock.rfa,Plumbing Fixtures,Hosecock_PLU
Howard Silvers 048366 Handle,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Howard Silvers 048366 Handle.rfa,Furniture,Handle_HowardSilvers_FUR
Ice_Machine,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Plumbing Fixtures\Ice_Machine.rfa,Plumbing Fixtures,Machine_Ice_PLU.rfa
Infusion Pump,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Specialty Equipment\Infusion Pump.rfa,Specialty Equipment,Pump_Infusion_SEQ
JOI_KOP_Carcass,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Carcass.rfa,Casework,KOP_Carcass_CAS
JOI_KOP_Door,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Door.rfa,Casework,KOP_Door_CAS
JOI_KOP_Door_Glass,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Door_Glass.rfa,Casework,JOI_KOP_Door_Glass_CAS
JOI_KOP_Door_HingeTopBottom,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Door_HingeTopBottom.rfa,Casework,JOI_KOP_Door_HingeTopBottom_CAS
JOI_KOP_Door_Sliding,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Door_Sliding.rfa,Casework,JOI_KOP_Door_Sliding_CAS
JOI_KOP_Door_WithCutout,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Door_WithCutout.rfa,Casework,JOI_KOP_Door_WithCutout_CAS
JOI_KOP_Drawer,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Drawer.rfa,Casework,JOI_KOP_Drawer_CAS
JOI_KOP_Shelf,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Shelf.rfa,Casework,JOI_KOP_Shelf_CAS
JOI_KOP_Skirting,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Skirting.rfa,Casework,JOI_KOP_Skirting_CAS
JOI_KOP_Skirting_Double,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Casework\JOI_KOP_Skirting_Double.rfa,Casework,JOI_KOP_Skirting_Double_CAS
Keyboard,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Electrical Equipment\Keyboard.rfa,Electrical Equipment,REPLACE_Keyboard
Keyboard_Mouse,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Keyboard_Mouse.rfa,Furniture,Keyboard_Mouse_FUR
Keyboard_Mouse_FUR,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Keyboard_Mouse_FUR.rfa,Furniture,REPLACE_Keyboard_Mouse_FUR
Keyboard_SEQ,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\Keyboard_SEQ.rfa,Furniture,REPLACE_Keyboard_SEQ
KOP_ShelvingFlat,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\KOP_ShelvingFlat.rfa,Furniture,KOP_ShelvingFlat_FUR
KOP_ShelvingFrame,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\KOP_ShelvingFrame.rfa,Furniture,KOP_ShelvingFrame_FUR
KOP_ShelvingFrameThreeBay,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\KOP_ShelvingFrameThreeBay.rfa,Furniture,KOP_ShelvingFrameThreeBay_FUR
KOP_ShelvingFrameTwoBay,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\KOP_ShelvingFrameTwoBay.rfa,Furniture,KOP_ShelvingFrameTwoBay_FUR
KOP_ShelvingWireBasket,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\KOP_ShelvingWireBasket.rfa,Furniture,KOP_ShelvingWireBasket_FUR
KOP_ShelvingWireBasket_Angled,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\KOP_ShelvingWireBasket_Angled.rfa,Furniture,KOP_ShelvingWireBasket_Angled_FUR
KOP_TrolleyRail,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Furniture\KOP_TrolleyRail.rfa,Furniture,KOP_TrolleyRail_FUR
Left_Right_ANN,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\Left_Right_ANN.rfa,Generic Models,Left_Right_Graphic_GEN
Left_Right_Generic Anotation,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Annotations\Left_Right_Generic Anotation.rfa,Generic Annotations,Label_Text_Generic_3mm_ANN
Left_Right_Symbol,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Detail Items\Left_Right_Symbol.rfa,Detail Items,Left_Right_Symbol_DCO
Legs,\\bvn\data\studio\SharedAssets\Revit\RevitContent\CentralHealthLibrary\_Kinship\_Health Families Components\Generic Models\Legs.rfa,Generic Models,Leg_InvertedUShape_Adjustable_GEN
