MissingFamilyName,HostFilePath,FamilyBaseDataRootFamilies.categoryName,New FamilyName
Toilet_Caroma_Care800_Exposed_Cisterne,,Plumbing Fixtures,Toilet_Suite_CaromaCare800_ExposedCistern_PLU
34188_743500W_BK_File_Rfa_149372_ori_2016May24085228,,Plumbing Fixtures,Toilet_Suite_ExposedCistern_FaceBased_PLU
DC_Caroma_Toilet_Side_Button,,Generic Models,Toilet_Suite_Flush_Button_Round_GEN
Toilet_Stylus_Venecia_WallFaced,,Plumbing Fixtures,Toilet_Suite_StylusVenecia_FaceBased_PLU
Trolley_LaminarFlow,,Furniture Systems,Trolley_LaminarFlow_FSY
DC_Caroma_PLM_Bowl_Care 800,,Plumbing Fixtures,WC_CaromaCare800_PLU
DC_Caroma_PLM_Lids_Leda,,Plumbing Fixtures,WC_Lid_CaromaLeda_PLU
WireBasket_Drawer,,Casework,WireBasket_Drawer_CAS
WireBasketDrawers_1Bay,,Furniture,WireBasket_Drawers_1Bay_FUR
WireBasket_DrawerUnit,,Casework,WireBasket_DrawerUnit_CAS
WireBasket_DrawerUnit,,Furniture,WireBasket_DrawerUnit_FUR
BasketWire,,Specialty Equipment,WireBasket_SEQ
Film_Symbol,,Detail Items,Word_Film_DCO
